w Exp(t) + (1-w) InverseGamma(a,b): [a,b,t,w] =	[2.433361, 2.387495, 3.947957, 0.7499894]
gene	p_phi_neg	q_phi_neg	phi_neg	p_phi_pos	q_phi_pos	phi_pos_or_p(m=0|s)*p(k=0|s)	m_obs	k_obs	s_obs
CBLN4	4.558074e-01	7.535294e-01	0.625434	1.000000e+00	1.000000e+00	0.535029	0	0	0
CBR1	4.161488e-01	7.441879e-01	0.646260	1.000000e+00	1.000000e+00	0.524002	0	0	0
CBR3	3.744634e-01	7.332144e-01	0.665718	1.000000e+00	1.000000e+00	0.513904	0	0	0
CBR4	4.927997e-01	7.643207e-01	0.613154	1.000000e+00	1.000000e+00	0.541640	0	0	0
CBS	9.648666e-01	9.775402e-01	0.118604	1.469552e-01	1.000000e+00	2.325587	3	0	0
CBWD1	2.111790e-01	6.655186e-01	0.763383	1.000000e+00	1.000000e+00	0.466087	0	0	0
CBWD2	2.111790e-01	6.655186e-01	0.767160	1.000000e+00	1.000000e+00	0.464330	0	0	0
CBWD3	2.111790e-01	6.655186e-01	0.776867	1.000000e+00	1.000000e+00	0.459845	0	0	0
CBWD6	6.481178e-01	8.301494e-01	0.392269	4.919622e-01	1.000000e+00	0.705939	1	0	0
CBX1	1.526769e-01	6.299440e-01	0.857735	1.000000e+00	1.000000e+00	0.424122	0	0	0
CBX2	7.975160e-01	8.903902e-01	0.278211	3.862727e-01	1.000000e+00	0.853541	1	0	0
CBX3	1.272313e-01	6.032258e-01	0.924432	1.000000e+00	1.000000e+00	0.396757	0	0	0
CBX4	8.426551e-01	9.115090e-01	0.236551	5.554663e-02	1.000000e+00	3.470919	1	1	0
CBX5	1.160863e-01	5.856396e-01	0.983533	1.000000e+00	1.000000e+00	0.373987	0	0	0
CBX6	7.975160e-01	8.903902e-01	0.263142	3.622237e-01	1.000000e+00	0.885184	1	0	0
CBX7	7.707757e-01	8.793118e-01	0.298840	3.730437e-01	1.000000e+00	0.868786	1	0	0
CBX8	4.927997e-01	7.643207e-01	0.604054	1.000000e+00	1.000000e+00	0.546592	0	0	0
CBY1	2.640666e-01	6.926738e-01	0.738063	1.000000e+00	1.000000e+00	0.478039	0	0	0
CC2D1A	8.214472e-01	9.007833e-01	0.254333	3.730437e-01	1.000000e+00	0.878692	1	0	0
CC2D1B	6.813815e-02	4.922085e-01	1.434393	1.000000e+00	1.000000e+00	0.238260	0	0	1
CC2D2A	2.964874e-01	7.072503e-01	0.715313	1.000000e+00	1.000000e+00	0.489039	0	0	0
CC2D2B	8.622647e-01	9.215593e-01	0.216340	2.805904e-01	1.000000e+00	1.435936	2	0	0
CCAR1	1.033162e-01	5.640538e-01	1.086719	5.902818e-01	1.000000e+00	0.231290	1	0	1
CCBE1	4.161488e-01	7.441879e-01	0.644864	1.000000e+00	1.000000e+00	0.524734	0	0	0
CCBL1	2.640666e-01	6.926738e-01	0.720433	1.000000e+00	1.000000e+00	0.486541	0	0	0
CCBL2	1.911461e-01	6.559907e-01	0.786276	1.000000e+00	1.000000e+00	0.455538	0	0	0
CCBP2	1.911461e-01	6.559907e-01	0.799044	5.673578e-01	1.000000e+00	0.305210	1	0	1
CCDC101	5.250759e-01	7.728329e-01	0.596207	1.000000e+00	1.000000e+00	0.550897	0	0	0
CCDC102A	8.426551e-01	9.115090e-01	0.222695	2.573110e-01	1.000000e+00	1.526914	2	0	0
CCDC102B	4.161488e-01	7.441879e-01	0.641048	3.326708e-01	1.000000e+00	1.033252	4	0	1
CCDC103	3.744634e-01	7.332144e-01	0.677298	1.000000e+00	1.000000e+00	0.507988	0	0	0
CCDC104	1.629344e-01	6.355974e-01	0.825974	1.000000e+00	1.000000e+00	0.437808	0	0	0
CCDC105	9.816958e-01	9.887942e-01	0.088120	4.765884e-02	1.000000e+00	3.646841	5	0	0
CCDC106	4.161488e-01	7.441879e-01	0.659286	1.000000e+00	1.000000e+00	0.517220	0	0	0
CCDC107	4.927997e-01	7.643207e-01	0.610655	1.000000e+00	1.000000e+00	0.542995	0	0	0
CCDC108	8.952284e-02	5.345596e-01	1.264941	5.411050e-01	1.000000e+00	0.414985	4	0	3
CCDC109B	2.356334e-01	6.802248e-01	0.755247	1.000000e+00	1.000000e+00	0.469894	0	0	0
CCDC11	6.042966e-01	8.044359e-01	0.473213	5.158006e-01	1.000000e+00	0.640864	1	0	0
CCDC110	6.042966e-01	8.044359e-01	0.465601	5.241580e-01	1.000000e+00	0.615145	1	0	0
CCDC111	2.144898e-02	3.666361e-01	1.847224	1.000000e+00	1.000000e+00	0.157674	0	0	1
CCDC112	1.526769e-01	6.299440e-01	0.846900	1.000000e+00	1.000000e+00	0.428742	0	0	0
CCDC113	1.077306e-01	5.716032e-01	1.040477	5.827744e-01	1.000000e+00	0.262891	1	0	1
CCDC114	5.084110e-02	4.597868e-01	1.524539	1.000000e+00	1.000000e+00	0.217721	0	0	1
CCDC115	5.681381e-01	7.853712e-01	0.557239	1.000000e+00	1.000000e+00	0.572788	0	0	0
CCDC116	8.825494e-01	9.319793e-01	0.186281	2.719383e-01	1.000000e+00	1.460991	2	0	0
CCDC117	2.964874e-01	7.072503e-01	0.701722	1.000000e+00	1.000000e+00	0.495731	0	0	0
CCDC12	2.964874e-01	7.072503e-01	0.713522	1.000000e+00	1.000000e+00	0.489916	0	0	0
CCDC120	9.134433e-02	5.370184e-01	1.254077	1.000000e+00	1.000000e+00	0.285339	0	0	1
CCDC121	3.332030e-01	7.200239e-01	0.699277	1.000000e+00	1.000000e+00	0.496945	0	0	0
CCDC122	1.442034e-01	6.216397e-01	0.870447	1.000000e+00	1.000000e+00	0.418765	0	0	0
CCDC124	2.640666e-01	6.926738e-01	0.737569	1.000000e+00	1.000000e+00	0.478275	0	0	0
CCDC125	1.629344e-01	6.355974e-01	0.830048	1.000000e+00	1.000000e+00	0.436028	0	0	0
CCDC126	2.356334e-01	6.802248e-01	0.746819	1.000000e+00	1.000000e+00	0.473871	0	0	0
CCDC127	2.896711e-02	3.969897e-01	1.718509	1.000000e+00	1.000000e+00	0.179333	0	0	1
CCDC129	9.648666e-01	9.775402e-01	0.104749	1.101950e-01	1.000000e+00	2.672108	4	0	0
CCDC13	5.084110e-02	4.597868e-01	1.529380	1.000000e+00	1.000000e+00	0.216670	0	0	1
CCDC130	9.040966e-01	9.432601e-01	0.176818	2.374281e-01	1.000000e+00	1.608476	2	0	0
CCDC132	2.964874e-01	7.072503e-01	0.713138	5.300029e-01	1.000000e+00	0.560011	2	0	1
CCDC134	3.744634e-01	7.332144e-01	0.679700	1.000000e+00	1.000000e+00	0.506769	0	0	0
CCDC135	3.605486e-03	1.991124e-01	2.957156	1.000000e+00	1.000000e+00	0.051967	0	0	2
CCDC136	1.895246e-02	3.527085e-01	1.958485	1.000000e+00	1.000000e+00	0.141072	0	0	1
CCDC137	4.927997e-01	7.643207e-01	0.619902	1.000000e+00	1.000000e+00	0.537997	0	0	0
CCDC138	6.481178e-01	8.301494e-01	0.385180	4.919622e-01	1.000000e+00	0.705177	1	0	0
CCDC14	4.432123e-02	4.433548e-01	1.566847	1.000000e+00	1.000000e+00	0.208702	0	0	1
CCDC140	4.161488e-01	7.441879e-01	0.649301	1.000000e+00	1.000000e+00	0.522411	0	0	0
CCDC141	6.119397e-01	8.091285e-01	0.444395	1.203811e-01	1.000000e+00	2.568238	11	0	2
CCDC142	8.952284e-02	5.345596e-01	1.275551	1.000000e+00	1.000000e+00	0.279277	0	0	1
CCDC144A	5.681381e-01	7.853712e-01	0.547111	8.852280e-02	1.000000e+00	2.901200	5	2	2
CCDC144B	1.748152e-01	6.455193e-01	0.819548	1.000000e+00	1.000000e+00	0.440631	0	0	0
CCDC144NL	4.558074e-01	7.535294e-01	0.627790	1.000000e+00	1.000000e+00	0.533770	0	0	0
CCDC146	8.622647e-01	9.215593e-01	0.218426	2.057306e-01	1.000000e+00	1.800347	3	0	0
CCDC147	1.526769e-01	6.299440e-01	0.853467	3.730437e-01	1.000000e+00	0.870059	5	0	2
CCDC148	1.160863e-01	5.856396e-01	0.982164	1.000000e+00	1.000000e+00	0.374500	0	0	0
CCDC149	4.138362e-02	4.376582e-01	1.584041	1.000000e+00	1.000000e+00	0.205144	0	0	1
CCDC15	2.356334e-01	6.802248e-01	0.740881	1.000000e+00	1.000000e+00	0.476694	0	0	0
CCDC150	1.409872e-02	3.182185e-01	2.236350	6.037644e-01	1.000000e+00	0.067040	1	0	2
CCDC151	2.964874e-01	7.072503e-01	0.708162	1.000000e+00	1.000000e+00	0.492548	0	0	0
CCDC152	1.160863e-01	5.856396e-01	0.993365	1.000000e+00	1.000000e+00	0.370329	0	0	0
CCDC153	6.470945e-02	4.864546e-01	1.459009	1.000000e+00	1.000000e+00	0.232467	0	0	1
CCDC154	4.161488e-01	7.441879e-01	0.649357	1.000000e+00	1.000000e+00	0.522382	0	0	0
CCDC155	7.433069e-01	8.667271e-01	0.316497	4.015626e-01	1.000000e+00	0.825681	1	0	0
CCDC157	1.444694e-02	3.191321e-01	2.215816	2.848852e-01	1.000000e+00	1.404365	0	1	2
CCDC158	1.630415e-03	1.491830e-01	3.542449	6.058484e-01	1.000000e+00	0.028126	2	0	4
CCDC159	2.356334e-01	6.802248e-01	0.754062	1.000000e+00	1.000000e+00	0.470452	0	0	0
CCDC160	7.149148e-01	8.573466e-01	0.335871	3.270099e-01	1.000000e+00	1.096184	2	0	0
CCDC163P	2.640666e-01	6.926738e-01	0.735934	1.000000e+00	1.000000e+00	0.479058	0	0	0
CCDC166	5.492250e-01	7.791923e-01	0.578026	1.000000e+00	1.000000e+00	0.561005	0	0	0
CCDC167	7.673488e-03	2.637815e-01	2.555289	1.000000e+00	1.000000e+00	0.077670	0	0	2
CCDC168	1.629344e-01	6.355974e-01	0.825490	1.000000e+00	1.000000e+00	0.438020	0	0	0
CCDC169-SOHLH2	6.893139e-01	8.473318e-01	0.353220	4.795868e-01	1.000000e+00	0.735655	1	0	0
CCDC17	5.492250e-01	7.791923e-01	0.569012	1.000000e+00	1.000000e+00	0.566084	0	0	0
CCDC170	1.419694e-03	1.365979e-01	3.620476	6.058484e-01	1.000000e+00	0.029812	2	0	4
CCDC171	1.748152e-01	6.455193e-01	0.808720	5.339959e-01	1.000000e+00	0.530351	2	0	1
CCDC172	1.077306e-01	5.716032e-01	1.051796	1.000000e+00	1.000000e+00	0.349310	0	0	0
CCDC173	1.272313e-01	6.032258e-01	0.920265	1.000000e+00	1.000000e+00	0.398413	0	0	0
CCDC174	2.111790e-01	6.655186e-01	0.775609	1.000000e+00	1.000000e+00	0.460423	0	0	0
CCDC175	1.442034e-01	6.216397e-01	0.865708	1.000000e+00	1.000000e+00	0.420753	0	0	0
CCDC176	1.442034e-01	6.216397e-01	0.868029	1.000000e+00	1.000000e+00	0.419778	0	0	0
CCDC177	5.492250e-01	7.791923e-01	0.579351	1.000000e+00	1.000000e+00	0.560262	0	0	0
CCDC178	1.231133e-01	5.967368e-01	0.950780	1.000000e+00	1.000000e+00	0.386439	0	0	0
CCDC18	1.231133e-01	5.967368e-01	0.959718	1.000000e+00	1.000000e+00	0.383001	0	0	0
CCDC180	2.111790e-01	6.655186e-01	0.760590	1.000000e+00	1.000000e+00	0.467390	0	0	0
CCDC181	1.373942e-01	6.154548e-01	0.897254	1.000000e+00	1.000000e+00	0.407688	0	0	0
CCDC19	8.825494e-01	9.319793e-01	0.184271	1.781278e-01	1.000000e+00	2.061811	3	0	0
CCDC22	1.537733e-02	3.284134e-01	2.142778	1.000000e+00	1.000000e+00	0.117328	0	0	2
CCDC23	1.101968e-01	5.771418e-01	1.026688	1.000000e+00	1.000000e+00	0.358191	0	0	0
CCDC24	4.927997e-01	7.643207e-01	0.600795	1.000000e+00	1.000000e+00	0.548376	0	0	0
CCDC25	5.895925e-01	7.950682e-01	0.509651	5.273474e-01	1.000000e+00	0.597179	1	0	0
CCDC27	9.456784e-01	9.659644e-01	0.138900	1.082574e-01	1.000000e+00	2.693184	4	0	0
CCDC28A	4.927997e-01	7.643207e-01	0.616415	1.000000e+00	1.000000e+00	0.539876	0	0	0
CCDC28B	3.744634e-01	7.332144e-01	0.664506	1.000000e+00	1.000000e+00	0.514528	0	0	0
CCDC3	1.373942e-01	6.154548e-01	0.891421	5.673578e-01	1.000000e+00	0.306281	1	0	1
CCDC30	8.622647e-01	9.215593e-01	0.209641	2.038001e-01	1.000000e+00	1.838989	3	0	0
CCDC33	1.442034e-01	6.216397e-01	0.878169	5.757348e-01	1.000000e+00	0.298383	1	0	1
CCDC34	6.042966e-01	8.044359e-01	0.462515	5.158006e-01	1.000000e+00	0.651992	1	0	0
CCDC36	2.356334e-01	6.802248e-01	0.758678	1.000000e+00	1.000000e+00	0.468285	0	0	0
CCDC37	4.019786e-03	2.050091e-01	2.861053	1.000000e+00	1.000000e+00	0.057208	0	0	2
CCDC38	8.825494e-01	9.319793e-01	0.191027	5.092146e-02	1.000000e+00	3.576301	2	1	0
CCDC39	5.971463e-01	7.993068e-01	0.481257	5.241580e-01	1.000000e+00	0.609860	1	0	0
CCDC40	1.608272e-02	3.335556e-01	2.110035	6.010786e-01	1.000000e+00	0.119623	2	0	3
CCDC41	5.971463e-01	7.993068e-01	0.487292	5.241580e-01	1.000000e+00	0.617714	1	0	0
CCDC42	9.839459e-02	5.543717e-01	1.143365	5.876710e-01	1.000000e+00	0.244176	1	0	1
CCDC42B	4.558074e-01	7.535294e-01	0.633209	1.000000e+00	1.000000e+00	0.530886	0	0	0
CCDC43	4.138362e-02	4.376582e-01	1.592024	1.000000e+00	1.000000e+00	0.203513	0	0	1
CCDC47	1.629344e-01	6.355974e-01	0.830697	1.000000e+00	1.000000e+00	0.435745	0	0	0
CCDC50	2.896711e-02	3.969897e-01	1.705546	1.000000e+00	1.000000e+00	0.181673	0	0	1
CCDC51	4.927997e-01	7.643207e-01	0.616294	1.000000e+00	1.000000e+00	0.539942	0	0	0
CCDC53	2.111790e-01	6.655186e-01	0.777496	1.000000e+00	1.000000e+00	0.459555	0	0	0
CCDC54	9.968035e-01	9.989441e-01	0.051605	1.477731e-02	1.000000e+00	5.069968	4	1	0
CCDC57	5.442873e-02	4.679717e-01	1.519534	5.976517e-01	1.000000e+00	0.132788	1	0	2
CCDC58	1.911461e-01	6.559907e-01	0.799518	1.000000e+00	1.000000e+00	0.449546	0	0	0
CCDC59	1.911461e-01	6.559907e-01	0.783513	1.000000e+00	1.000000e+00	0.456799	0	0	0
CCDC6	2.111790e-01	6.655186e-01	0.765605	1.000000e+00	1.000000e+00	0.465052	0	0	0
CCDC60	1.900068e-03	1.590433e-01	3.445081	6.050341e-01	1.000000e+00	0.040398	3	0	5
CCDC61	9.648666e-01	9.775402e-01	0.116912	1.422515e-01	1.000000e+00	2.371866	3	0	0
CCDC62	2.111790e-01	6.655186e-01	0.778023	5.339959e-01	1.000000e+00	0.527625	2	0	1
CCDC63	9.257741e-01	9.555685e-01	0.159155	1.686935e-01	1.000000e+00	2.146983	3	0	0
CCDC64	3.332030e-01	7.200239e-01	0.694853	1.000000e+00	1.000000e+00	0.499148	0	0	0
CCDC64B	4.161488e-01	7.441879e-01	0.642556	5.019108e-01	1.000000e+00	0.681578	2	0	1
CCDC65	1.629344e-01	6.355974e-01	0.833114	1.000000e+00	1.000000e+00	0.434694	0	0	0
CCDC66	6.119397e-01	8.091285e-01	0.453720	5.158006e-01	1.000000e+00	0.643674	1	0	0
CCDC67	1.315386e-01	6.078980e-01	0.905537	5.380514e-01	1.000000e+00	0.463794	2	0	1
CCDC68	2.032037e-02	3.647115e-01	1.893152	1.000000e+00	1.000000e+00	0.150596	0	0	1
CCDC69	3.332030e-01	7.200239e-01	0.688740	1.000000e+00	1.000000e+00	0.502208	0	0	0
CCDC7	8.759777e-02	5.300162e-01	1.285950	5.922712e-01	1.000000e+00	0.194151	1	0	1
CCDC70	1.373942e-01	6.154548e-01	0.891717	1.000000e+00	1.000000e+00	0.409951	0	0	0
CCDC71	5.808154e-01	7.906578e-01	0.537607	1.000000e+00	1.000000e+00	0.584144	0	0	0
CCDC71L	5.492250e-01	7.791923e-01	0.560000	1.000000e+00	1.000000e+00	0.571209	0	0	0
CCDC73	9.257741e-01	9.555685e-01	0.146928	1.082574e-01	1.000000e+00	2.685947	5	0	0
CCDC74A	5.681381e-01	7.853712e-01	0.552872	4.919622e-01	1.000000e+00	0.700632	2	0	1
CCDC74B	7.707757e-01	8.793118e-01	0.292815	4.015626e-01	1.000000e+00	0.831992	1	0	0
CCDC77	1.053448e-01	5.674940e-01	1.065823	5.876710e-01	1.000000e+00	0.246788	1	0	1
CCDC78	7.756348e-02	5.108680e-01	1.371098	1.000000e+00	1.000000e+00	0.253828	0	0	1
CCDC79	1.911461e-01	6.559907e-01	0.787026	1.000000e+00	1.000000e+00	0.455197	0	0	0
CCDC8	7.707757e-01	8.793118e-01	0.286205	3.862727e-01	1.000000e+00	0.846251	1	0	0
CCDC80	5.368049e-03	2.341121e-01	2.716899	1.000000e+00	1.000000e+00	0.066079	0	0	2
CCDC81	8.214472e-01	9.007833e-01	0.245238	2.928855e-01	1.000000e+00	1.361545	2	0	0
CCDC82	1.160863e-01	5.856396e-01	0.989271	1.000000e+00	1.000000e+00	0.371848	0	0	0
CCDC83	1.373942e-01	6.154548e-01	0.883364	1.937801e-01	1.000000e+00	1.923499	0	1	0
CCDC84	2.356334e-01	6.802248e-01	0.755021	1.000000e+00	1.000000e+00	0.470001	0	0	0
CCDC85A	7.149148e-01	8.573466e-01	0.333577	4.351191e-01	1.000000e+00	0.791740	1	0	0
CCDC85C	4.161488e-01	7.441879e-01	0.642198	1.000000e+00	1.000000e+00	0.526135	0	0	0
CCDC86	7.975160e-01	8.903902e-01	0.278055	3.622237e-01	1.000000e+00	0.899414	1	0	0
CCDC87	7.433069e-01	8.667271e-01	0.306783	4.178471e-01	1.000000e+00	0.811041	1	0	0
CCDC88A	2.111790e-01	6.655186e-01	0.766535	1.469552e-01	1.000000e+00	2.332831	0	1	0
CCDC88B	6.674131e-01	8.386357e-01	0.379908	3.049305e-01	1.000000e+00	1.281661	3	0	1
CCDC88C	9.839459e-02	5.543717e-01	1.140596	5.273474e-01	1.000000e+00	0.588586	5	0	3
CCDC89	4.928747e-04	8.761905e-02	4.336535	1.000000e+00	1.000000e+00	0.013082	0	0	3
CCDC9	7.433069e-01	8.667271e-01	0.315708	4.015626e-01	1.000000e+00	0.826600	1	0	0
CCDC90B	2.493660e-02	3.799728e-01	1.768184	1.000000e+00	1.000000e+00	0.170643	0	0	1
CCDC91	6.119397e-01	8.091285e-01	0.459013	5.203025e-01	1.000000e+00	0.622816	1	0	0
CCDC92	4.161488e-01	7.441879e-01	0.655798	1.000000e+00	1.000000e+00	0.519028	0	0	0
CCDC93	2.493660e-02	3.799728e-01	1.772054	1.000000e+00	1.000000e+00	0.169983	0	0	1
CCDC94	3.332030e-01	7.200239e-01	0.691867	1.000000e+00	1.000000e+00	0.500640	0	0	0
CCDC96	3.332030e-01	7.200239e-01	0.688739	1.000000e+00	1.000000e+00	0.502209	0	0	0
CCDC97	3.744634e-01	7.332144e-01	0.663052	1.000000e+00	1.000000e+00	0.515276	0	0	0
CCER1	1.911461e-01	6.559907e-01	0.794362	1.000000e+00	1.000000e+00	0.451870	0	0	0
CCHCR1	7.433069e-01	8.667271e-01	0.300014	3.862727e-01	1.000000e+00	0.848998	1	0	0
CCIN	9.816958e-01	9.887942e-01	0.081903	6.343262e-02	1.000000e+00	3.315715	5	0	0
CCK	7.707757e-01	8.793118e-01	0.281520	4.015626e-01	1.000000e+00	0.831291	1	0	0
CCKAR	1.162542e-02	2.964481e-01	2.342895	1.000000e+00	1.000000e+00	0.096049	0	0	2
CCKBR	9.456784e-01	9.659644e-01	0.128228	2.154256e-01	1.000000e+00	1.721556	2	0	0
CCL1	2.356334e-01	6.802248e-01	0.755873	1.000000e+00	1.000000e+00	0.469600	0	0	0
CCL11	3.744634e-01	7.332144e-01	0.675311	1.000000e+00	1.000000e+00	0.508998	0	0	0
CCL13	2.964874e-01	7.072503e-01	0.719538	1.000000e+00	1.000000e+00	0.486977	0	0	0
CCL14	4.558074e-01	7.535294e-01	0.638685	1.000000e+00	1.000000e+00	0.527986	0	0	0
CCL15	3.744634e-01	7.332144e-01	0.663167	1.000000e+00	1.000000e+00	0.515217	0	0	0
CCL16	3.744634e-01	7.332144e-01	0.664691	1.000000e+00	1.000000e+00	0.514433	0	0	0
CCL17	5.250759e-01	7.728329e-01	0.590780	1.000000e+00	1.000000e+00	0.553895	0	0	0
CCL18	7.975160e-01	8.903902e-01	0.279582	3.730437e-01	1.000000e+00	0.874575	1	0	0
CCL19	4.558074e-01	7.535294e-01	0.622597	1.000000e+00	1.000000e+00	0.536549	0	0	0
CCL2	4.558074e-01	7.535294e-01	0.625371	1.000000e+00	1.000000e+00	0.535063	0	0	0
CCL20	2.964874e-01	7.072503e-01	0.717429	1.000000e+00	1.000000e+00	0.488005	0	0	0
CCL21	8.214472e-01	9.007833e-01	0.259925	3.730437e-01	1.000000e+00	0.870017	1	0	0
CCL22	4.558074e-01	7.535294e-01	0.638522	1.000000e+00	1.000000e+00	0.528073	0	0	0
CCL23	4.161488e-01	7.441879e-01	0.641658	1.000000e+00	1.000000e+00	0.526419	0	0	0
CCL24	3.744634e-01	7.332144e-01	0.676403	1.000000e+00	1.000000e+00	0.508443	0	0	0
CCL25	8.066360e-02	5.154627e-01	1.348299	1.000000e+00	1.000000e+00	0.259682	0	0	1
CCL26	4.927997e-01	7.643207e-01	0.615367	1.000000e+00	1.000000e+00	0.540442	0	0	0
CCL27	9.257741e-01	9.555685e-01	0.148885	2.183542e-01	1.000000e+00	1.705631	2	0	0
CCL28	4.432123e-02	4.433548e-01	1.570523	1.000000e+00	1.000000e+00	0.207936	0	0	1
CCL3	5.492250e-01	7.791923e-01	0.574456	1.000000e+00	1.000000e+00	0.563011	0	0	0
CCL3L1	5.492250e-01	7.791923e-01	0.579881	1.000000e+00	1.000000e+00	0.559965	0	0	0
CCL4	4.161488e-01	7.441879e-01	0.653267	1.000000e+00	1.000000e+00	0.520343	0	0	0
CCL4L2	4.927997e-01	7.643207e-01	0.604087	1.000000e+00	1.000000e+00	0.546573	0	0	0
CCL5	8.759777e-02	5.300162e-01	1.296770	1.000000e+00	1.000000e+00	0.273414	0	0	1
CCL7	3.332030e-01	7.200239e-01	0.693704	1.000000e+00	1.000000e+00	0.499722	0	0	0
CCL8	6.481178e-01	8.301494e-01	0.393446	4.919622e-01	1.000000e+00	0.716897	1	0	0
CCM2	4.756241e-02	4.536536e-01	1.547692	1.000000e+00	1.000000e+00	0.212739	0	0	1
CCM2L	4.927997e-01	7.643207e-01	0.600470	1.000000e+00	1.000000e+00	0.548554	0	0	0
CCNA1	9.456784e-01	9.659644e-01	0.130551	1.637648e-01	1.000000e+00	2.193286	3	0	0
CCNA2	5.442873e-02	4.679717e-01	1.514478	1.000000e+00	1.000000e+00	0.219923	0	0	1
CCNB1	3.744634e-01	7.332144e-01	0.678295	1.000000e+00	1.000000e+00	0.507481	0	0	0
CCNB1IP1	1.748152e-01	6.455193e-01	0.807164	1.000000e+00	1.000000e+00	0.446122	0	0	0
CCNB2	2.964874e-01	7.072503e-01	0.703621	1.000000e+00	1.000000e+00	0.494790	0	0	0
CCNB3	1.572735e-02	3.317137e-01	2.121830	4.919622e-01	1.000000e+00	0.710669	16	0	6
CCNC	1.231133e-01	5.967368e-01	0.946124	1.000000e+00	1.000000e+00	0.388243	0	0	0
CCND1	6.893139e-01	8.473318e-01	0.344242	4.351191e-01	1.000000e+00	0.782039	1	0	0
CCND2	3.744634e-01	7.332144e-01	0.663982	1.000000e+00	1.000000e+00	0.514798	0	0	0
CCND3	5.250759e-01	7.728329e-01	0.596491	1.000000e+00	1.000000e+00	0.550741	0	0	0
CCNDBP1	8.622647e-01	9.215593e-01	0.204088	2.719383e-01	1.000000e+00	1.467648	2	0	0
CCNE1	2.640666e-01	6.926738e-01	0.721267	1.000000e+00	1.000000e+00	0.486136	0	0	0
CCNE2	6.481178e-01	8.301494e-01	0.392054	4.919622e-01	1.000000e+00	0.712049	1	0	0
CCNF	4.161488e-01	7.441879e-01	0.645308	1.000000e+00	1.000000e+00	0.524501	0	0	0
CCNG1	1.911461e-01	6.559907e-01	0.797959	1.000000e+00	1.000000e+00	0.450247	0	0	0
CCNG2	2.356334e-01	6.802248e-01	0.749930	1.000000e+00	1.000000e+00	0.472400	0	0	0
CCNH	1.629344e-01	6.355974e-01	0.820726	1.000000e+00	1.000000e+00	0.440112	0	0	0
CCNI	2.640666e-01	6.926738e-01	0.739653	1.000000e+00	1.000000e+00	0.477279	0	0	0
CCNI2	5.681381e-01	7.853712e-01	0.558513	1.000000e+00	1.000000e+00	0.572059	0	0	0
CCNJ	6.893139e-01	8.473318e-01	0.344531	4.656220e-01	1.000000e+00	0.754961	1	0	0
CCNJL	7.756348e-02	5.108680e-01	1.373269	1.000000e+00	1.000000e+00	0.253278	0	0	1
CCNK	7.975160e-01	8.903902e-01	0.265705	3.862727e-01	1.000000e+00	0.851036	1	0	0
CCNL1	4.558074e-01	7.535294e-01	0.633920	1.000000e+00	1.000000e+00	0.530508	0	0	0
CCNL2	8.622647e-01	9.215593e-01	0.207891	3.371549e-03	1.000000e+00	6.679816	1	2	0
CCNO	8.308154e-02	5.200537e-01	1.320566	1.000000e+00	1.000000e+00	0.266984	0	0	1
CCNT1	3.744634e-01	7.332144e-01	0.678803	1.000000e+00	1.000000e+00	0.507224	0	0	0
CCNT2	8.622647e-01	9.215593e-01	0.212478	2.848852e-01	1.000000e+00	1.414595	2	0	0
CCNY	6.712740e-03	2.466535e-01	2.619436	1.000000e+00	1.000000e+00	0.072844	0	0	2
CCNYL1	2.964874e-01	7.072503e-01	0.715250	1.000000e+00	1.000000e+00	0.489070	0	0	0
CCP110	8.214472e-01	9.007833e-01	0.249024	3.022947e-01	1.000000e+00	1.318130	2	0	0
CCPG1	1.272313e-01	6.032258e-01	0.936895	1.000000e+00	1.000000e+00	0.391843	0	0	0
CCR1	4.756241e-02	4.536536e-01	1.556888	6.010786e-01	1.000000e+00	0.117267	1	0	2
CCR10	5.895925e-01	7.950682e-01	0.516836	1.000000e+00	1.000000e+00	0.596405	0	0	0
CCR2	5.895925e-01	7.950682e-01	0.517617	4.795868e-01	1.000000e+00	0.732642	2	0	1
CCR3	2.182221e-03	1.610013e-01	3.369074	1.000000e+00	1.000000e+00	0.034421	0	0	3
CCR4	7.433069e-01	8.667271e-01	0.300809	4.351191e-01	1.000000e+00	0.789504	1	0	0
CCR5	4.558074e-01	7.535294e-01	0.630202	1.000000e+00	1.000000e+00	0.532484	0	0	0
CCR6	4.432123e-02	4.433548e-01	1.569974	1.000000e+00	1.000000e+00	0.208051	0	0	1
CCR7	8.214472e-01	9.007833e-01	0.250084	3.730437e-01	1.000000e+00	0.863608	1	0	0
CCR8	7.149148e-01	8.573466e-01	0.336994	2.890139e-01	1.000000e+00	1.382871	4	0	1
CCR9	7.149148e-01	8.573466e-01	0.338885	4.656220e-01	1.000000e+00	0.759125	1	0	0
CCRL1	2.964874e-01	7.072503e-01	0.702865	1.000000e+00	1.000000e+00	0.495165	0	0	0
CCRL2	1.629344e-01	6.355974e-01	0.826666	5.673578e-01	1.000000e+00	0.302779	1	0	1
CCRN4L	4.927997e-01	7.643207e-01	0.610739	1.000000e+00	1.000000e+00	0.542949	0	0	0
CCS	4.161488e-01	7.441879e-01	0.643722	1.000000e+00	1.000000e+00	0.525333	0	0	0
CCSAP	3.332030e-01	7.200239e-01	0.681268	1.000000e+00	1.000000e+00	0.505975	0	0	0
CCSER1	2.640666e-01	6.926738e-01	0.734433	1.000000e+00	1.000000e+00	0.479777	0	0	0
